run	case	phase	nanos	alloc_count	alloc_bytes
0	linear/64/base	ir	138031	3008	229014
0	linear/64/base	cfg	116610	0	0
0	linear/64/base	emission_exclusive	3462961	132901	2319001
0	linear/64/base	serialization	1155776	12094	341915
0	linear/64/base	combined	4873708	148003	2889930
0	linear/64/light	ir	129495	3415	247192
0	linear/64/light	cfg	87225	0	0
0	linear/64/light	emission_exclusive	3698235	147950	2532872
0	linear/64/light	serialization	1177066	12094	341531
0	linear/64/light	combined	5092141	163459	3121595
0	linear/64/heavy	ir	472874	9622	905081
0	linear/64/heavy	cfg	88277	0	0
0	linear/64/heavy	emission_exclusive	10461858	304273	7017602
0	linear/64/heavy	serialization	4015996	12096	1167973
0	linear/64/heavy	combined	15039175	325991	9090656
0	linear/256/base	ir	606177	12035	920903
0	linear/256/base	cfg	1436998	0	0
0	linear/256/base	emission_exclusive	13234903	526712	12403352
0	linear/256/base	serialization	4448815	47424	1346537
0	linear/256/base	combined	19727063	586171	14670792
0	linear/256/light	ir	693281	13656	991497
0	linear/256/light	cfg	1261957	0	0
0	linear/256/light	emission_exclusive	14456252	587752	13275990
0	linear/256/light	serialization	4415723	47424	1345097
0	linear/256/light	combined	20827354	648832	15612584
0	linear/256/heavy	ir	2777293	38488	3624490
0	linear/256/heavy	cfg	1136320	0	0
0	linear/256/heavy	emission_exclusive	40839313	1209433	31175155
0	linear/256/heavy	serialization	15608542	47426	4650931
0	linear/256/heavy	combined	60361649	1295347	39450576
0	linear/1024/base	ir	5783238	48137	3687888
0	linear/1024/base	cfg	22800976	0	0
0	linear/1024/base	emission_exclusive	52832810	2101884	101426946
0	linear/1024/base	serialization	17846194	188738	5365343
0	linear/1024/base	combined	99263588	2338759	110480177
0	linear/1024/light	ir	7181213	54622	3970450
0	linear/1024/light	cfg	21784484	0	0
0	linear/1024/light	emission_exclusive	57067638	2346883	104935712
0	linear/1024/light	serialization	18335239	188738	5359679
0	linear/1024/light	combined	104368985	2590243	114265841
0	linear/1024/heavy	ir	26666747	153950	14502323
0	linear/1024/heavy	cfg	21630572	0	0
0	linear/1024/heavy	emission_exclusive	161667681	4830132	176508472
0	linear/1024/heavy	serialization	65270102	188740	18583081
0	linear/1024/heavy	combined	275235764	5172822	209593876
0	diamond-chain/64/base	ir	137269	3014	230397
0	diamond-chain/64/base	cfg	110088	0	0
0	diamond-chain/64/base	emission_exclusive	5305165	225845	3714034
0	diamond-chain/64/base	serialization	1400008	17982	373065
0	diamond-chain/64/base	combined	6952771	246841	4317496
0	diamond-chain/64/light	ir	134114	3421	248575
0	diamond-chain/64/light	cfg	104317	0	0
0	diamond-chain/64/light	emission_exclusive	5572090	242545	3960954
0	diamond-chain/64/light	serialization	1407061	17982	372681
0	diamond-chain/64/light	combined	7217692	263948	4582210
0	diamond-chain/64/heavy	ir	393294	9628	906464
0	diamond-chain/64/heavy	cfg	99478	0	0
0	diamond-chain/64/heavy	emission_exclusive	14237839	486163	9978456
0	diamond-chain/64/heavy	serialization	4043337	17984	1199123
0	diamond-chain/64/heavy	combined	18774129	513775	12084043
0	diamond-chain/256/base	ir	657934	12045	926798
0	diamond-chain/256/base	cfg	1238262	0	0
0	diamond-chain/256/base	emission_exclusive	20782648	897470	17597948
0	diamond-chain/256/base	serialization	5744947	70976	1471095
0	diamond-chain/256/base	combined	28424022	980491	19995841
0	diamond-chain/256/light	ir	719421	13666	997392
0	diamond-chain/256/light	cfg	1183769	0	0
0	diamond-chain/256/light	emission_exclusive	22259021	965199	18603715
0	diamond-chain/256/light	serialization	5687627	70976	1469655
