run	case	phase	nanos	alloc_count	alloc_bytes
0	linear/64/base	ir	333321	3008	229014
0	linear/64/base	cfg	117903	0	0
0	linear/64/base	emission_exclusive	3520529	132901	2319001
0	linear/64/base	serialization	1226770	12094	341915
0	linear/64/base	combined	5198843	148003	2889930
0	linear/64/light	ir	125367	3415	247192
0	linear/64/light	cfg	86985	0	0
0	linear/64/light	emission_exclusive	3721608	147950	2532872
0	linear/64/light	serialization	1275984	12094	341531
0	linear/64/light	combined	5210064	163459	3121595
0	linear/64/heavy	ir	469118	9622	905081
0	linear/64/heavy	cfg	91032	0	0
0	linear/64/heavy	emission_exclusive	10507143	304273	7017602
0	linear/64/heavy	serialization	4444557	12096	1167973
0	linear/64/heavy	combined	15512000	325991	9090656
0	linear/256/base	ir	611957	12035	920903
0	linear/256/base	cfg	1411399	0	0
0	linear/256/base	emission_exclusive	13537185	526712	12403352
0	linear/256/base	serialization	4926307	47424	1346537
0	linear/256/base	combined	20487009	586171	14670792
0	linear/256/light	ir	725201	13656	991497
0	linear/256/light	cfg	1269601	0	0
0	linear/256/light	emission_exclusive	14710564	587752	13275990
0	linear/256/light	serialization	4873087	47424	1345097
0	linear/256/light	combined	21578613	648832	15612584
0	linear/256/heavy	ir	2824803	38488	3624490
0	linear/256/heavy	cfg	1115200	0	0
0	linear/256/heavy	emission_exclusive	42081892	1209433	31175155
0	linear/256/heavy	serialization	16590398	47426	4650931
0	linear/256/heavy	combined	62612494	1295347	39450576
0	linear/1024/base	ir	5761697	48137	3687888
0	linear/1024/base	cfg	22921173	0	0
0	linear/1024/base	emission_exclusive	53660002	2101884	101426946
0	linear/1024/base	serialization	19110515	188738	5365343
0	linear/1024/base	combined	101453727	2338759	110480177
0	linear/1024/light	ir	7074691	54622	3970450
0	linear/1024/light	cfg	21684044	0	0
0	linear/1024/light	emission_exclusive	58243980	2346883	104935712
0	linear/1024/light	serialization	19481878	188738	5359679
0	linear/1024/light	combined	106485044	2590243	114265841
0	linear/1024/heavy	ir	26764071	153950	14502323
0	linear/1024/heavy	cfg	22347448	0	0
0	linear/1024/heavy	emission_exclusive	166085019	4830132	176508472
0	linear/1024/heavy	serialization	64697809	188740	18583081
0	linear/1024/heavy	combined	279895410	5172822	209593876
0	diamond-chain/64/base	ir	115939	3014	230397
0	diamond-chain/64/base	cfg	104087	0	0
0	diamond-chain/64/base	emission_exclusive	5280738	225845	3714034
0	diamond-chain/64/base	serialization	1385690	17982	373065
0	diamond-chain/64/base	combined	6886686	246841	4317496
0	diamond-chain/64/light	ir	135136	3421	248575
0	diamond-chain/64/light	cfg	99468	0	0
0	diamond-chain/64/light	emission_exclusive	5584081	242545	3960954
0	diamond-chain/64/light	serialization	1437168	17982	372681
0	diamond-chain/64/light	combined	7255983	263948	4582210
0	diamond-chain/64/heavy	ir	377995	9628	906464
0	diamond-chain/64/heavy	cfg	100911	0	0
0	diamond-chain/64/heavy	emission_exclusive	14286622	486163	9978456
0	diamond-chain/64/heavy	serialization	4327585	17984	1199123
0	diamond-chain/64/heavy	combined	19093243	513775	12084043
0	diamond-chain/256/base	ir	638858	12045	926798
0	diamond-chain/256/base	cfg	1194860	0	0
0	diamond-chain/256/base	emission_exclusive	20662541	897470	17597948
0	diamond-chain/256/base	serialization	5551560	70976	1471095
0	diamond-chain/256/base	combined	28047980	980491	19995841
0	diamond-chain/256/light	ir	719852	13666	997392
0	diamond-chain/256/light	cfg	1181725	0	0
0	diamond-chain/256/light	emission_exclusive	21944245	965199	18603715
0	diamond-chain/256/light	serialization	5479804	70976	1469655
0	diamond-chain/256/light	combined	29325776	1049841	21070762
0	diamond-chain/256/heavy	ir	2355395	38498	3630385
0	diamond-chain/256/heavy	cfg	1178189	0	0
0	diamond-chain/256/heavy	emission_exclusive	56783469	1938175	42664308
0	diamond-chain/256/heavy	serialization	16973263	70978	4775489
0	diamond-chain/256/heavy	combined	77290486	2047651	51070182
0	diamond-chain/1024/base	ir	5847220	48151	3711831
0	diamond-chain/1024/base	cfg	20536161	0	0
0	diamond-chain/1024/base	emission_exclusive	83039810	3585414	116314962
0	diamond-chain/1024/base	serialization	21030596	282946	5863533
0	diamond-chain/1024/base	combined	130454139	3916511	125890326
0	diamond-chain/1024/light	ir	7089839	54636	3994393
0	diamond-chain/1024/light	cfg	18121996	0	0
0	diamond-chain/1024/light	emission_exclusive	88468397	3857263	120357625
0	diamond-chain/1024/light	serialization	21263337	282946	5857869
0	diamond-chain/1024/light	combined	134944001	4194845	130209887
0	diamond-chain/1024/heavy	ir	24773906	153964	14526266
0	diamond-chain/1024/heavy	cfg	21416546	0	0
0	diamond-chain/1024/heavy	emission_exclusive	228333297	7747807	216606437
0	diamond-chain/1024/heavy	serialization	72014276	282948	19081271
0	diamond-chain/1024/heavy	combined	346538837	8184719	250213974
0	fan-in/64/base	ir	140847	3012	231834
0	fan-in/64/base	cfg	77987	0	0
0	fan-in/64/base	emission_exclusive	20843954	361039	7738269
0	fan-in/64/base	serialization	3837268	23502	433675
0	fan-in/64/base	combined	24900306	387553	8403778
0	fan-in/256/base	ir	679335	12041	932555
0	fan-in/256/base	cfg	579345	0	0
0	fan-in/256/base	emission_exclusive	79898910	3324668	63227648
0	fan-in/256/base	serialization	974323	8140	1101612
0	fan-in/256/base	combined	82132163	3344849	65261815
0	fan-in/1024/base	ir	6797898	48145	3734868
0	fan-in/1024/base	cfg	10841326	0	0
0	fan-in/1024/base	emission_exclusive	786383832	31527604	618738748
0	fan-in/1024/base	serialization	1814423	8142	4248310
0	fan-in/1024/base	combined	805837679	31583891	626721926
0	nested-loop/64/base	ir	114076	3009	229111
0	nested-loop/64/base	cfg	179540	0	0
0	nested-loop/64/base	emission_exclusive	4048056	149718	2837421
