run	case	phase	nanos	alloc_count	alloc_bytes
0	linear/64/base	ir	154783	3028	242734
0	linear/64/base	cfg	118684	0	0
0	linear/64/base	emission_exclusive	3870371	141069	2706647
0	linear/64/base	serialization	1656212	12095	343963
0	linear/64/base	combined	5803797	156192	3293344
0	linear/64/light	ir	139624	3435	260912
0	linear/64/light	cfg	95871	0	0
0	linear/64/light	emission_exclusive	4141534	156996	2919214
0	linear/64/light	serialization	1665630	12095	343579
0	linear/64/light	combined	6042799	172526	3523705
0	linear/64/heavy	ir	476982	9642	918801
0	linear/64/heavy	cfg	94268	0	0
0	linear/64/heavy	emission_exclusive	11737060	327679	8558383
0	linear/64/heavy	serialization	5935015	12097	1170021
0	linear/64/heavy	combined	18243475	349418	10647205
0	linear/256/base	ir	662573	12105	976591
0	linear/256/base	cfg	1354843	0	0
0	linear/256/base	emission_exclusive	14755397	558915	13984968
0	linear/256/base	serialization	6578482	47425	1348585
0	linear/256/base	combined	23351455	618445	16310144
0	linear/256/light	ir	751501	13726	1047185
0	linear/256/light	cfg	1046539	0	0
0	linear/256/light	emission_exclusive	15899583	623473	14855098
0	linear/256/light	serialization	6349239	47425	1347145
0	linear/256/light	combined	24047012	684624	17249428
0	linear/256/heavy	ir	2611298	38558	3680178
0	linear/256/heavy	cfg	1123455	0	0
0	linear/256/heavy	emission_exclusive	46124968	1302586	37372958
0	linear/256/heavy	serialization	24706078	47427	4652979
0	linear/256/heavy	combined	74565990	1388571	45706115
0	linear/1024/base	ir	6005749	48407	3919512
0	linear/1024/base	cfg	23731315	0	0
0	linear/1024/base	emission_exclusive	59590406	2230202	107798138
0	linear/1024/base	serialization	27152535	188739	5367391
0	linear/1024/base	combined	116480206	2467348	117085041
0	linear/1024/light	ir	7451693	54892	4202074
0	linear/1024/light	cfg	22091232	0	0
0	linear/1024/light	emission_exclusive	63976262	2489279	111299748
0	linear/1024/light	serialization	26875741	188739	5361727
0	linear/1024/light	combined	120395139	2732910	120863549
0	linear/1024/heavy	ir	30413984	154220	14733947
0	linear/1024/heavy	cfg	23338432	0	0
0	linear/1024/heavy	emission_exclusive	185870897	5202248	201349413
0	linear/1024/heavy	serialization	98501302	188741	18585129
0	linear/1024/heavy	combined	338125125	5545209	234668489
0	diamond-chain/64/base	ir	127792	3034	243989
0	diamond-chain/64/base	cfg	109507	0	0
