run	case	phase	nanos	alloc_count	alloc_bytes
0	linear/64/base	ir	140496	3008	229014
0	linear/64/base	cfg	123934	0	0
0	linear/64/base	emission_exclusive	3479098	132901	2319001
0	linear/64/base	serialization	1175543	12094	341915
0	linear/64/base	combined	4919281	148003	2889930
0	linear/64/light	ir	131178	3415	247192
0	linear/64/light	cfg	88487	0	0
0	linear/64/light	emission_exclusive	3645692	147950	2532872
0	linear/64/light	serialization	1167067	12094	341531
0	linear/64/light	combined	5032534	163459	3121595
0	linear/64/heavy	ir	472713	9622	905081
0	linear/64/heavy	cfg	89118	0	0
0	linear/64/heavy	emission_exclusive	10310944	304273	7017602
0	linear/64/heavy	serialization	4157722	12096	1167973
0	linear/64/heavy	combined	15030678	325991	9090656
0	linear/256/base	ir	614211	12035	920903
0	linear/256/base	cfg	1445793	0	0
0	linear/256/base	emission_exclusive	13401216	526712	12403352
0	linear/256/base	serialization	4619354	47424	1346537
0	linear/256/base	combined	20080735	586171	14670792
0	linear/256/light	ir	700455	13656	991497
0	linear/256/light	cfg	1283386	0	0
0	linear/256/light	emission_exclusive	14546922	587752	13275990
0	linear/256/light	serialization	4792381	47424	1345097
0	linear/256/light	combined	21323294	648832	15612584
0	linear/256/heavy	ir	2818459	38488	3624490
0	linear/256/heavy	cfg	1137791	0	0
0	linear/256/heavy	emission_exclusive	41473821	1209433	31175155
0	linear/256/heavy	serialization	16744036	47426	4650931
0	linear/256/heavy	combined	62174267	1295347	39450576
0	linear/1024/base	ir	5510770	48137	3687888
0	linear/1024/base	cfg	22920124	0	0
0	linear/1024/base	emission_exclusive	53545854	2101884	101426946
0	linear/1024/base	serialization	19767283	188738	5365343
0	linear/1024/base	combined	101744411	2338759	110480177
0	linear/1024/light	ir	6948596	54622	3970450
0	linear/1024/light	cfg	22191004	0	0
0	linear/1024/light	emission_exclusive	57983226	2346883	104935712
0	linear/1024/light	serialization	19669948	188738	5359679
0	linear/1024/light	combined	106793104	2590243	114265841
0	linear/1024/heavy	ir	26661377	153950	14502323
0	linear/1024/heavy	cfg	21957433	0	0
0	linear/1024/heavy	emission_exclusive	165982620	4830132	176508472
0	linear/1024/heavy	serialization	68685558	188740	18583081
0	linear/1024/heavy	combined	283287689	5172822	209593876
0	diamond-chain/64/base	ir	123644	3014	230397
0	diamond-chain/64/base	cfg	105119	0	0
0	diamond-chain/64/base	emission_exclusive	5295230	225845	3714034
0	diamond-chain/64/base	serialization	1461864	17982	373065
0	diamond-chain/64/base	combined	6986007	246841	4317496
0	diamond-chain/64/light	ir	134364	3421	248575
0	diamond-chain/64/light	cfg	101412	0	0
0	diamond-chain/64/light	emission_exclusive	5568228	242545	3960954
0	diamond-chain/64/light	serialization	1443930	17982	372681
0	diamond-chain/64/light	combined	7248014	263948	4582210
0	diamond-chain/64/heavy	ir	393294	9628	906464
0	diamond-chain/64/heavy	cfg	101091	0	0
0	diamond-chain/64/heavy	emission_exclusive	14184016	486163	9978456
0	diamond-chain/64/heavy	serialization	4446498	17984	1199123
0	diamond-chain/64/heavy	combined	19124979	513775	12084043
0	diamond-chain/256/base	ir	640020	12045	926798
0	diamond-chain/256/base	cfg	1212793	0	0
0	diamond-chain/256/base	emission_exclusive	20657675	897470	17597948
0	diamond-chain/256/base	serialization	5664369	70976	1471095
0	diamond-chain/256/base	combined	28174948	980491	19995841
0	diamond-chain/256/light	ir	724900	13666	997392
0	diamond-chain/256/light	cfg	1169802	0	0
0	diamond-chain/256/light	emission_exclusive	21898752	965199	18603715
0	diamond-chain/256/light	serialization	5636316	70976	1469655
0	diamond-chain/256/light	combined	29429891	1049841	21070762
0	diamond-chain/256/heavy	ir	2316880	38498	3630385
0	diamond-chain/256/heavy	cfg	1187094	0	0
