run	case	phase	nanos	alloc_count	alloc_bytes
0	linear/64/base	ir	136728	3008	229014
0	linear/64/base	cfg	110499	0	0
0	linear/64/base	emission_exclusive	3458935	132901	2319001
0	linear/64/base	serialization	1163111	12094	341915
0	linear/64/base	combined	4872810	148003	2889930
0	linear/64/light	ir	135226	3415	247192
0	linear/64/light	cfg	89890	0	0
0	linear/64/light	emission_exclusive	3639046	147950	2532872
0	linear/64/light	serialization	1167078	12094	341531
0	linear/64/light	combined	5031340	163459	3121595
0	linear/64/heavy	ir	470059	9622	905081
0	linear/64/heavy	cfg	89890	0	0
0	linear/64/heavy	emission_exclusive	10290451	304273	7017602
0	linear/64/heavy	serialization	4103253	12096	1167973
0	linear/64/heavy	combined	14953783	325991	9090656
0	linear/256/base	ir	629361	12035	920903
0	linear/256/base	cfg	1436769	0	0
0	linear/256/base	emission_exclusive	13124764	526712	12403352
0	linear/256/base	serialization	4450731	47424	1346537
0	linear/256/base	combined	19641755	586171	14670792
0	linear/256/light	ir	704703	13656	991497
0	linear/256/light	cfg	1238503	0	0
0	linear/256/light	emission_exclusive	14204326	587752	13275990
0	linear/256/light	serialization	4410165	47424	1345097
0	linear/256/light	combined	20557807	648832	15612584
0	linear/256/heavy	ir	2518085	38488	3624490
0	linear/256/heavy	cfg	1120580	0	0
0	linear/256/heavy	emission_exclusive	40105834	1209433	31175155
0	linear/256/heavy	serialization	16840445	47426	4650931
0	linear/256/heavy	combined	60585094	1295347	39450576
0	linear/1024/base	ir	5724150	48137	3687888
0	linear/1024/base	cfg	22844965	0	0
0	linear/1024/base	emission_exclusive	52110960	2101884	101426946
0	linear/1024/base	serialization	18526123	188738	5365343
0	linear/1024/base	combined	99206539	2338759	110480177
0	linear/1024/light	ir	6756584	54622	3970450
0	linear/1024/light	cfg	21723603	0	0
0	linear/1024/light	emission_exclusive	56306639	2346883	104935712
0	linear/1024/light	serialization	17700511	188738	5359679
0	linear/1024/light	combined	102487587	2590243	114265841
0	linear/1024/heavy	ir	26408268	153950	14502323
0	linear/1024/heavy	cfg	21482758	0	0
0	linear/1024/heavy	emission_exclusive	159407566	4830132	176508472
0	linear/1024/heavy	serialization	62306411	188740	18583081
0	linear/1024/heavy	combined	269605313	5172822	209593876
0	diamond-chain/64/base	ir	124916	3014	230397
0	diamond-chain/64/base	cfg	105539	0	0
0	diamond-chain/64/base	emission_exclusive	5231289	225845	3714034
0	diamond-chain/64/base	serialization	1329505	17982	373065
0	diamond-chain/64/base	combined	6791409	246841	4317496
0	diamond-chain/64/light	ir	133473	3421	248575
0	diamond-chain/64/light	cfg	101862	0	0
0	diamond-chain/64/light	emission_exclusive	5454010	242545	3960954
0	diamond-chain/64/light	serialization	1307394	17982	372681
0	diamond-chain/64/light	combined	6996839	263948	4582210
0	diamond-chain/64/heavy	ir	380871	9628	906464
0	diamond-chain/64/heavy	cfg	102323	0	0
0	diamond-chain/64/heavy	emission_exclusive	14086835	486163	9978456
0	diamond-chain/64/heavy	serialization	4464416	17984	1199123
0	diamond-chain/64/heavy	combined	19034545	513775	12084043
0	diamond-chain/256/base	ir	638888	12045	926798
0	diamond-chain/256/base	cfg	1211242	0	0
0	diamond-chain/256/base	emission_exclusive	20657838	897470	17597948
0	diamond-chain/256/base	serialization	5697359	70976	1471095
0	diamond-chain/256/base	combined	28205417	980491	19995841
