run	case	phase	pairs	reference_median_nanos	reference_mad_nanos	candidate_median_nanos	candidate_mad_nanos	median_paired_delta	noise_mad_of_deltas	mde	clears_mde
aa-2	fan-in/256/base	serialization	15	942844.0	17193.0	948264.0	17202.0	+0.003864	0.021381	0.064144	no
aa-2	fan-in/64/base	cfg	15	72457.0	2675.0	74080.0	2345.0	+0.034572	0.041824	0.125471	no
aa-2	fan-in/64/base	combined	15	24827867.0	133251.0	24812978.0	151305.0	-0.003551	0.006301	0.050000	no
aa-2	fan-in/64/base	emission_exclusive	15	20836974.0	102543.0	20874968.0	120429.0	-0.000418	0.008514	0.050000	no
aa-2	fan-in/64/base	ir	15	123284.0	3307.0	129154.0	11562.0	+0.076579	0.083400	0.250201	no
aa-2	fan-in/64/base	serialization	15	3908645.0	52690.0	3747400.0	97224.0	-0.012056	0.025836	0.077508	no
aa-2	irreducible/1024/base	cfg	15	19599574.0	157377.0	19750168.0	252818.0	+0.005369	0.017102	0.051305	no
aa-2	irreducible/1024/base	combined	15	3012901352.0	10577368.0	3001971258.0	9770138.0	-0.001081	0.005228	0.050000	no
aa-2	irreducible/1024/base	emission_exclusive	15	2980714384.0	10721171.0	2970016631.0	10586324.0	-0.000410	0.004939	0.050000	no
aa-2	irreducible/1024/base	ir	15	6144536.0	96052.0	6189581.0	122021.0	+0.001459	0.014695	0.050000	no
aa-2	irreducible/1024/base	serialization	15	6580911.0	92335.0	6632620.0	147600.0	-0.006325	0.011239	0.050000	no
aa-2	irreducible/256/base	cfg	15	1141089.0	6833.0	1134026.0	5951.0	+0.000484	0.010037	0.050000	no
aa-2	irreducible/256/base	combined	15	1085749347.0	7382771.0	1082842556.0	3532662.0	-0.000966	0.005550	0.050000	no
aa-2	irreducible/256/base	emission_exclusive	15	1078898645.0	7397859.0	1076008075.0	3520098.0	-0.001061	0.005489	0.050000	no
aa-2	irreducible/256/base	ir	15	656742.0	5050.0	657094.0	2877.0	+0.005947	0.005733	0.050000	no
aa-2	irreducible/256/base	serialization	15	5127201.0	77967.0	5059843.0	56847.0	-0.002891	0.020266	0.060798	no
aa-2	irreducible/64/base	cfg	15	89399.0	982.0	89690.0	1904.0	+0.018910	0.017419	0.052256	no
aa-2	irreducible/64/base	combined	15	376672578.0	2780682.0	376165039.0	2467092.0	-0.006217	0.016176	0.050000	no
aa-2	irreducible/64/base	emission_exclusive	15	371793546.0	2607484.0	371262348.0	2312284.0	-0.006807	0.015822	0.050000	no
aa-2	irreducible/64/base	ir	15	117652.0	450.0	117442.0	1212.0	-0.004501	0.028688	0.086063	no
aa-2	irreducible/64/base	serialization	15	4630362.0	82247.0	4660077.0	85993.0	+0.008898	0.030469	0.091408	no
aa-2	linear/1024/base	cfg	15	22947428.0	226799.0	23176882.0	209256.0	+0.009552	0.012682	0.050000	no
aa-2	linear/1024/base	combined	15	100068688.0	1346136.0	99928257.0	633311.0	-0.005901	0.010159	0.050000	no
aa-2	linear/1024/base	emission_exclusive	15	52577792.0	668126.0	52561458.0	421809.0	-0.007639	0.014630	0.050000	no
aa-2	linear/1024/base	ir	15	5729870.0	98127.0	5716687.0	102414.0	-0.008770	0.022437	0.067312	no
aa-2	linear/1024/base	serialization	15	18302539.0	447387.0	18518930.0	384155.0	+0.007516	0.023295	0.069886	no
aa-2	linear/1024/heavy	cfg	15	21735155.0	88407.0	21764340.0	300960.0	+0.001343	0.010661	0.050000	no
aa-2	linear/1024/heavy	combined	15	278381856.0	4416027.0	276507730.0	2840545.0	+0.002318	0.017376	0.052127	no
aa-2	linear/1024/heavy	emission_exclusive	15	165341590.0	3394985.0	161745262.0	2368978.0	-0.003218	0.019648	0.058945	no
aa-2	linear/1024/heavy	ir	15	26424645.0	34798.0	26573939.0	98818.0	+0.005531	0.004417	0.050000	no
aa-2	linear/1024/heavy	serialization	15	65601500.0	1796971.0	67268624.0	1888814.0	+0.011970	0.032717	0.098150	no
aa-2	linear/1024/light	cfg	15	21706580.0	108436.0	21815746.0	268549.0	+0.013129	0.015488	0.050000	no
aa-2	linear/1024/light	combined	15	105152860.0	1287930.0	104684003.0	625959.0	-0.002671	0.016429	0.050000	no
aa-2	linear/1024/light	emission_exclusive	15	58074894.0	1040322.0	57046594.0	668887.0	-0.005869	0.016227	0.050000	no
aa-2	linear/1024/light	ir	15	6880327.0	129003.0	6989836.0	94489.0	+0.017335	0.022286	0.066858	no
aa-2	linear/1024/light	serialization	15	18285307.0	313613.0	18601114.0	285230.0	+0.012992	0.018540	0.055620	no
aa-2	linear/256/base	cfg	15	1418915.0	24396.0	1430797.0	10130.0	+0.014286	0.022363	0.067088	no
aa-2	linear/256/base	combined	15	19757133.0	166907.0	19813879.0	152258.0	+0.006072	0.007953	0.050000	no
aa-2	linear/256/base	emission_exclusive	15	13124764.0	92365.0	13112390.0	82428.0	-0.001677	0.008757	0.050000	no
aa-2	linear/256/base	ir	15	616947.0	6452.0	618690.0	5089.0	+0.001234	0.012274	0.050000	no
aa-2	linear/256/base	serialization	15	4598100.0	38803.0	4562703.0	122862.0	+0.007251	0.024311	0.072932	no
aa-2	linear/256/heavy	cfg	15	1118667.0	11483.0	1122845.0	8866.0	+0.002413	0.009696	0.050000	no
aa-2	linear/256/heavy	combined	15	61178475.0	466347.0	60965574.0	545287.0	-0.008593	0.011535	0.050000	no
aa-2	linear/256/heavy	emission_exclusive	15	40448402.0	357607.0	40277546.0	209163.0	-0.003188	0.006312	0.050000	no
aa-2	linear/256/heavy	ir	15	2762206.0	36810.0	2798445.0	50214.0	+0.005462	0.023764	0.071293	no
aa-2	linear/256/heavy	serialization	15	16673637.0	413933.0	16315069.0	296682.0	+0.003351	0.032631	0.097892	no
aa-2	linear/256/light	cfg	15	1277336.0	21772.0	1287125.0	22523.0	+0.009573	0.018190	0.054570	no
aa-2	linear/256/light	combined	15	20797510.0	182496.0	20830163.0	157029.0	-0.000667	0.003988	0.050000	no
aa-2	linear/256/light	emission_exclusive	15	14266593.0	112020.0	14300447.0	154473.0	-0.003595	0.010522	0.050000	no
aa-2	linear/256/light	ir	15	699213.0	4608.0	700546.0	3899.0	+0.001596	0.007717	0.050000	no
aa-2	linear/256/light	serialization	15	4532346.0	64352.0	4578523.0	98546.0	+0.000363	0.021385	0.064155	no
aa-2	linear/64/base	cfg	15	112603.0	1223.0	112182.0	1292.0	-0.015213	0.020146	0.060438	no
aa-2	linear/64/base	combined	15	4900362.0	30418.0	4911742.0	17144.0	+0.004928	0.008581	0.050000	no
aa-2	linear/64/base	emission_exclusive	15	3484052.0	17443.0	3481256.0	7342.0	+0.003890	0.014376	0.050000	no
aa-2	linear/64/base	ir	15	138712.0	1061.0	139704.0	1202.0	-0.000215	0.012166	0.050000	no
aa-2	linear/64/base	serialization	15	1159103.0	7434.0	1168802.0	4437.0	+0.009865	0.006585	0.050000	no
aa-2	linear/64/heavy	cfg	15	90341.0	711.0	90611.0	801.0	+0.007263	0.027183	0.081548	no
aa-2	linear/64/heavy	combined	15	15107965.0	70203.0	15018746.0	47741.0	+0.001357	0.008245	0.050000	no
aa-2	linear/64/heavy	emission_exclusive	15	10360902.0	48533.0	10333261.0	56176.0	-0.003385	0.005267	0.050000	no
aa-2	linear/64/heavy	ir	15	471542.0	2515.0	471061.0	2274.0	-0.000149	0.003993	0.050000	no
aa-2	linear/64/heavy	serialization	15	4131186.0	88388.0	4132870.0	90312.0	+0.003868	0.022875	0.068624	no
aa-2	linear/64/light	cfg	15	88939.0	822.0	89099.0	581.0	+0.002923	0.012625	0.050000	no
aa-2	linear/64/light	combined	15	5041318.0	16501.0	5050496.0	14498.0	+0.005871	0.007159	0.050000	no
aa-2	linear/64/light	emission_exclusive	15	3650326.0	13477.0	3662860.0	17964.0	+0.003668	0.008708	0.050000	no
aa-2	linear/64/light	ir	15	129986.0	681.0	130977.0	952.0	+0.005869	0.009869	0.050000	no
aa-2	linear/64/light	serialization	15	1167078.0	11191.0	1173249.0	11753.0	+0.005528	0.014170	0.050000	no
aa-2	multi-exit/1024/base	cfg	15	12367411.0	138874.0	12383280.0	157218.0	+0.000480	0.037068	0.111203	no
aa-2	multi-exit/1024/base	combined	15	908206344.0	6691969.0	905005210.0	3066940.0	-0.000840	0.011295	0.050000	no
aa-2	multi-exit/1024/base	emission_exclusive	15	887203185.0	5804952.0	883775905.0	3086222.0	-0.001349	0.011577	0.050000	no
aa-2	multi-exit/1024/base	ir	15	6874417.0	124575.0	6860210.0	149814.0	-0.001674	0.030015	0.090044	no
aa-2	multi-exit/1024/base	serialization	15	1853297.0	16382.0	1849168.0	8648.0	+0.004960	0.012502	0.050000	no
aa-2	multi-exit/256/base	cfg	15	563887.0	9909.0	560972.0	4089.0	-0.008809	0.022090	0.066271	no
aa-2	multi-exit/256/base	combined	15	114164317.0	726817.0	113499419.0	692574.0	-0.007696	0.013556	0.050000	no
aa-2	multi-exit/256/base	emission_exclusive	15	111970246.0	715465.0	111321958.0	695412.0	-0.007785	0.013394	0.050000	no
aa-2	multi-exit/256/base	ir	15	681148.0	7395.0	679466.0	4368.0	+0.003684	0.012311	0.050000	no
aa-2	multi-exit/256/base	serialization	15	927425.0	7435.0	952342.0	9638.0	+0.027823	0.017765	0.053294	no
aa-2	multi-exit/64/base	cfg	15	80562.0	1653.0	80202.0	1483.0	+0.006235	0.042609	0.127827	no
aa-2	multi-exit/64/base	combined	15	31676475.0	178456.0	31371989.0	213561.0	-0.005581	0.016660	0.050000	no
aa-2	multi-exit/64/base	emission_exclusive	15	25870368.0	168588.0	25610608.0	160934.0	-0.005161	0.013292	0.050000	no
aa-2	multi-exit/64/base	ir	15	117973.0	902.0	117532.0	1041.0	-0.003490	0.023130	0.069391	no
aa-2	multi-exit/64/base	serialization	15	5548709.0	84741.0	5491239.0	121160.0	-0.007855	0.031325	0.093975	no
aa-2	nested-loop/1024/base	cfg	15	40158921.0	333862.0	40345074.0	275954.0	+0.003127	0.009018	0.050000	no
aa-2	nested-loop/1024/base	combined	15	125007916.0	815914.0	124964052.0	809550.0	+0.002154	0.008184	0.050000	no
aa-2	nested-loop/1024/base	emission_exclusive	15	59517701.0	278279.0	59320399.0	431298.0	-0.003282	0.013679	0.050000	no
aa-2	nested-loop/1024/base	ir	15	5679025.0	123555.0	5674988.0	122051.0	-0.000467	0.030929	0.092786	no
aa-2	nested-loop/1024/base	serialization	15	19535681.0	179391.0	19511156.0	500228.0	+0.016572	0.022590	0.067771	no
aa-2	nested-loop/256/base	cfg	15	2277238.0	8988.0	2270476.0	2826.0	-0.002206	0.004683	0.050000	no
aa-2	nested-loop/256/base	combined	15	23027388.0	160936.0	22927270.0	96423.0	-0.004933	0.013493	0.050000	no
aa-2	nested-loop/256/base	emission_exclusive	15	15166456.0	115549.0	15058932.0	61226.0	-0.008325	0.012298	0.050000	no
aa-2	nested-loop/256/base	ir	15	623329.0	4920.0	619852.0	4558.0	-0.003731	0.009031	0.050000	no
aa-2	nested-loop/256/base	serialization	15	4949115.0	113265.0	4963001.0	146788.0	+0.011307	0.035931	0.107794	no
aa-2	nested-loop/64/base	cfg	15	185722.0	3006.0	182105.0	762.0	-0.011337	0.016627	0.050000	no
aa-2	nested-loop/64/base	combined	15	5604765.0	47531.0	5574768.0	35337.0	-0.003232	0.018115	0.054345	no
aa-2	nested-loop/64/base	emission_exclusive	15	4019335.0	26660.0	3993394.0	18217.0	-0.006887	0.010380	0.050000	no
aa-2	nested-loop/64/base	ir	15	114968.0	1063.0	113765.0	911.0	-0.012181	0.016248	0.050000	no
aa-2	nested-loop/64/base	serialization	15	1278219.0	20951.0	1286303.0	21620.0	+0.005636	0.023749	0.071246	no
aa-2	no-exit/1024/base	cfg	15	28014625.0	213393.0	28122027.0	288425.0	+0.002580	0.011923	0.050000	no
aa-2	no-exit/1024/base	combined	15	109617005.0	949884.0	109919158.0	1221218.0	+0.001438	0.020060	0.060180	no
aa-2	no-exit/1024/base	emission_exclusive	15	57279494.0	727733.0	56942159.0	344733.0	-0.000323	0.016142	0.050000	no
aa-2	no-exit/1024/base	ir	15	5681930.0	122171.0	5752244.0	94959.0	+0.005545	0.030686	0.092058	no
aa-2	no-exit/1024/base	serialization	15	19006109.0	284561.0	19111291.0	498743.0	+0.005583	0.025132	0.075397	no
aa-2	no-exit/256/base	cfg	15	1512913.0	8366.0	1507002.0	3626.0	-0.002037	0.004319	0.050000	no
aa-2	no-exit/256/base	combined	15	21089093.0	157189.0	21000473.0	151929.0	-0.001798	0.013314	0.050000	no
aa-2	no-exit/256/base	emission_exclusive	15	14205408.0	145264.0	14150434.0	102715.0	+0.000823	0.012796	0.050000	no
aa-2	no-exit/256/base	ir	15	625364.0	5341.0	626615.0	3987.0	+0.002807	0.009248	0.050000	no
aa-2	no-exit/256/base	serialization	15	4772531.0	95543.0	4816183.0	57549.0	-0.005038	0.030325	0.090975	no
aa-2	no-exit/64/base	cfg	15	122962.0	1674.0	122241.0	1784.0	+0.001247	0.023139	0.069416	no
aa-2	no-exit/64/base	combined	15	5113705.0	37741.0	5085953.0	33754.0	-0.007081	0.011800	0.050000	no
aa-2	no-exit/64/base	emission_exclusive	15	3665435.0	47990.0	3645015.0	23095.0	-0.003092	0.019407	0.058222	no
aa-2	no-exit/64/base	ir	15	114396.0	1453.0	114777.0	1362.0	-0.002422	0.016931	0.050792	no
aa-2	no-exit/64/base	serialization	15	1208346.0	17875.0	1207816.0	15470.0	-0.003394	0.013011	0.050000	no
